umap1,umap2,sentiment,rating,main_category
1.0859962,7.535836,negative,1.0,Computers
0.8914663,6.2460365,neutral,3.0,Computers
2.7388263,8.629064,negative,1.0,Computers
2.10856,7.23233,neutral,3.0,Cell Phones & Accessories
-0.70876896,4.6573987,negative,2.0,All Electronics
-0.33567822,4.64552,negative,1.0,Home Audio & Theater
-0.63928574,6.7585416,positive,5.0,Computers
-1.128186,7.991354,neutral,3.0,Cell Phones & Accessories
-1.5192355,5.8982363,negative,1.0,Computers
1.0302875,7.5244813,negative,1.0,Computers
2.22412,5.336999,neutral,3.0,All Electronics
-0.8567362,8.713585,neutral,3.0,Camera & Photo
1.7331979,6.99204,neutral,3.0,Amazon Devices
2.8371177,7.375222,neutral,3.0,Office Products
0.17121127,5.292596,negative,1.0,Home Audio & Theater
-4.0396247,6.2560644,neutral,3.0,Home Audio & Theater
1.7008783,3.0706403,neutral,3.0,Apple Products
1.6596234,2.310764,negative,1.0,All Electronics
-1.0000275,8.248623,positive,5.0,Camera & Photo
1.3099778,5.45076,negative,1.0,Camera & Photo
2.3392763,8.420988,neutral,3.0,All Electronics
0.21375377,5.836339,negative,1.0,All Electronics
0.9085934,5.559053,negative,1.0,
-1.3571771,8.720004,negative,1.0,Camera & Photo
0.52193487,8.034791,positive,5.0,Computers
2.5450995,2.0707593,neutral,3.0,All Electronics
0.005666542,4.1405115,negative,1.0,Computers
3.3242161,2.3935995,negative,1.0,All Electronics
-0.7708648,4.342728,neutral,3.0,Cell Phones & Accessories
1.0152375,7.4698434,neutral,3.0,Computers
9.268529,6.343388,positive,4.0,Computers
-3.86112,5.6457286,negative,1.0,All Electronics
-1.2517409,8.329611,negative,1.0,Camera & Photo
2.232018,3.1209939,negative,2.0,Home Audio & Theater
0.93168116,2.1448708,neutral,3.0,Computers
1.783464,7.0115757,positive,5.0,Amazon Devices
-0.22282006,7.0372715,negative,2.0,All Electronics
0.6782175,5.743166,negative,1.0,Computers
1.1630542,1.5273033,neutral,3.0,All Electronics
2.2419195,1.8693408,neutral,3.0,All Electronics
1.3093868,7.7380214,positive,5.0,All Electronics
-1.2558316,8.2162485,negative,1.0,Car Electronics
3.3005157,6.9882574,neutral,3.0,Computers
-0.07705937,4.092546,neutral,3.0,Industrial & Scientific
-0.39572978,7.6991568,positive,5.0,All Electronics
-1.0000784,3.483125,positive,5.0,Cell Phones & Accessories
-1.0965695,6.8670197,negative,1.0,Computers
-3.4020135,6.6216154,positive,5.0,Camera & Photo
-0.74442506,8.519695,neutral,3.0,All Electronics
0.003937077,7.413789,neutral,3.0,Computers
-0.4258281,4.3080115,neutral,3.0,All Electronics
2.3929625,3.0205433,negative,1.0,Apple Products
-0.64863855,7.7244983,neutral,3.0,Computers
1.8643966,5.254303,negative,2.0,All Electronics
-0.79268646,2.1485667,negative,2.0,
2.0716045,7.264789,positive,4.0,Computers
-3.7509942,6.509605,positive,4.0,All Electronics
2.466024,6.731838,neutral,3.0,All Electronics
3.1611416,8.126973,negative,2.0,Cell Phones & Accessories
-3.5920837,6.807559,positive,5.0,Amazon Devices
-3.8066485,6.317989,positive,4.0,Car Electronics
2.7365365,8.650395,negative,1.0,Computers
1.1403378,2.2557223,positive,5.0,Amazon Devices
-1.0094788,3.3921032,negative,2.0,All Electronics
2.5728629,2.0680423,positive,4.0,Home Audio & Theater
2.7179527,1.5122249,positive,5.0,Musical Instruments
-1.5832664,6.210448,neutral,3.0,Computers
0.7065098,5.4123836,negative,1.0,Computers
2.896572,8.58742,neutral,3.0,All Electronics
1.4157324,6.988083,neutral,3.0,Amazon Devices
0.5794457,5.1146693,negative,1.0,Cell Phones & Accessories
-3.4739885,6.7953672,positive,5.0,All Electronics
-1.9996401,4.1061482,negative,1.0,All Electronics
-0.888543,5.0488677,negative,2.0,Computers
1.6803416,8.043756,neutral,3.0,Computers
-1.0457256,8.384282,positive,5.0,Camera & Photo
2.6808457,5.511294,positive,5.0,Computers
3.0260997,7.8267303,negative,2.0,All Electronics
3.2136872,2.2031212,positive,5.0,Musical Instruments
2.5166302,8.069042,neutral,3.0,Amazon Devices
3.3418932,6.6211176,negative,2.0,Camera & Photo
1.1139022,1.7481046,negative,1.0,All Electronics
0.06791096,3.2579184,positive,5.0,All Electronics
2.179897,2.092201,neutral,3.0,All Electronics
2.5177832,1.6917624,positive,5.0,All Electronics
1.2359823,1.6001511,positive,4.0,All Electronics
0.4463148,6.7358584,negative,1.0,All Electronics
2.2927854,2.9521937,negative,1.0,Home Audio & Theater
3.0265374,7.754008,positive,5.0,All Electronics
-2.1247785,4.1414523,neutral,3.0,All Electronics
-3.2505865,6.3830805,positive,5.0,Cell Phones & Accessories
1.4397131,3.7106912,positive,5.0,All Electronics
3.0447838,8.174873,positive,5.0,Computers
0.9661136,2.553744,positive,4.0,Home Audio & Theater
0.96252245,5.1368394,neutral,3.0,Apple Products
3.0009608,2.4354434,negative,2.0,All Electronics
0.15773472,7.6932063,positive,5.0,All Electronics
-0.9063526,4.967813,negative,1.0,Computers
1.9908234,5.8028584,negative,1.0,Computers
2.819074,7.899435,positive,5.0,Computers
2.4632354,6.2263293,neutral,3.0,Health & Personal Care
-0.11407353,6.1651716,negative,1.0,Computers
-1.0803219,3.974721,neutral,3.0,Amazon Devices
-1.2476306,7.551827,negative,1.0,All Electronics
1.4892224,3.6932797,positive,5.0,
0.49046826,5.918839,neutral,3.0,Amazon Devices
1.2313913,6.963423,neutral,3.0,Amazon Devices
0.98271114,5.14098,negative,1.0,All Electronics
-0.73448855,2.0970316,negative,2.0,Amazon Devices
0.5923294,2.1642826,neutral,3.0,Car Electronics
0.56003684,4.638116,negative,1.0,Cell Phones & Accessories
3.7399812,7.0169024,negative,1.0,All Electronics
1.1185263,1.7632405,positive,5.0,All Electronics
2.8927896,6.821202,positive,5.0,Camera & Photo
-1.9613807,4.0781207,positive,5.0,Home Audio & Theater
-1.7272925,4.431533,neutral,3.0,Amazon Devices
3.1816165,2.5722227,positive,5.0,All Electronics
2.726736,8.57847,negative,2.0,Computers
-3.2990444,6.026188,neutral,3.0,Computers
0.15960507,2.2353256,neutral,3.0,Home Audio & Theater
1.241467,5.837669,negative,1.0,Computers
0.6232743,4.565263,negative,1.0,Camera & Photo
0.06853882,7.4040194,negative,2.0,Computers
2.2369902,3.0042748,neutral,3.0,Cell Phones & Accessories
1.8030363,8.797187,negative,2.0,All Electronics
-1.3708761,6.7567797,positive,5.0,Amazon Devices
-1.4659135,6.4314876,neutral,3.0,Computers
2.27949,2.199147,positive,5.0,All Electronics
1.0110561,7.2499213,negative,1.0,Computers
-0.0041833515,5.7116146,negative,1.0,Computers
1.4541118,4.0501995,negative,1.0,All Electronics
0.80953705,8.048418,neutral,3.0,Computers
2.2517846,8.873789,positive,5.0,Cell Phones & Accessories
1.49548,2.062289,negative,1.0,All Electronics
1.9261,5.72214,negative,1.0,Computers
-1.2304604,4.768891,negative,1.0,All Electronics
1.8372477,7.901513,neutral,3.0,Computers
-0.6006256,3.92936,positive,5.0,Cell Phones & Accessories
0.51884454,7.795098,negative,1.0,Amazon Devices
-1.3259512,7.4198112,negative,1.0,Camera & Photo
-3.6511116,5.6899147,negative,1.0,Camera & Photo
-1.1663313,6.6756954,positive,5.0,Computers
-1.4656519,6.2782826,positive,5.0,Computers
1.8167318,4.7014403,negative,2.0,Computers
-1.3016448,3.891979,neutral,3.0,Amazon Devices
-0.9706501,6.159693,neutral,3.0,All Electronics
0.9156523,4.1914754,positive,5.0,All Electronics
-1.5647036,4.145907,positive,5.0,Amazon Devices
2.7430587,2.9646018,neutral,3.0,All Electronics
-3.710081,6.61867,positive,5.0,Computers
0.5602526,6.6555347,negative,1.0,Computers
2.8942273,7.8504863,neutral,3.0,Computers
0.67068195,4.264274,neutral,3.0,Cell Phones & Accessories
0.7674683,5.1113205,negative,2.0,All Electronics
9.6247425,6.3566055,positive,4.0,All Electronics
-1.5815231,4.5589495,positive,5.0,Industrial & Scientific
0.9839183,5.899402,neutral,3.0,All Electronics
-1.0331411,4.9843183,positive,5.0,Computers
3.987958,5.557617,positive,5.0,AMAZON FASHION
0.23364642,4.16068,neutral,3.0,All Electronics
1.3290195,5.5061436,negative,1.0,Camera & Photo
0.30932492,3.366806,neutral,3.0,All Electronics
2.1295838,7.9167256,neutral,3.0,Computers
-3.8730311,6.0978885,positive,4.0,Camera & Photo
1.356069,5.772315,negative,1.0,Apple Products
0.47465888,2.085563,positive,5.0,All Electronics
-0.7315099,4.3012605,negative,1.0,All Electronics
0.27405977,6.524509,negative,1.0,Computers
1.599135,2.1873794,negative,1.0,Home Audio & Theater
-0.41954723,6.631368,negative,1.0,All Electronics
1.6931106,6.790191,negative,1.0,Amazon Devices
2.6102743,2.286756,neutral,3.0,Cell Phones & Accessories
-2.2928321,4.3122463,positive,4.0,Cell Phones & Accessories
0.11807287,9.021062,positive,4.0,Camera & Photo
-1.262385,8.1897955,neutral,3.0,All Electronics
3.155185,8.41001,neutral,3.0,Cell Phones & Accessories
3.4106607,2.9675703,positive,5.0,Cell Phones & Accessories
2.4664776,6.9751096,neutral,3.0,Automotive
1.6308905,3.5499408,neutral,3.0,Home Audio & Theater
2.7719152,6.6577787,negative,1.0,Computers
0.08437222,7.5364995,positive,4.0,Computers
2.2477236,6.9622984,negative,2.0,Cell Phones & Accessories
1.3918384,2.7703094,negative,1.0,Cell Phones & Accessories
2.3012137,1.581258,neutral,3.0,Cell Phones & Accessories
3.261718,8.173049,positive,5.0,All Electronics
3.2370706,7.800283,negative,2.0,Amazon Devices
0.9822193,8.424045,neutral,3.0,All Electronics
-3.6506517,5.730324,negative,1.0,Automotive
-0.6152816,4.5197535,negative,1.0,Cell Phones & Accessories
1.0935454,5.4534044,negative,1.0,Home Audio & Theater
-0.75660884,5.167154,negative,1.0,Computers
1.4293739,7.1253033,negative,2.0,Computers
2.2118108,8.981332,neutral,3.0,Cell Phones & Accessories
3.017635,1.9712019,positive,5.0,Apple Products
-0.25626758,8.88578,positive,5.0,Camera & Photo
2.7590058,2.836233,negative,1.0,Cell Phones & Accessories
-1.0167762,5.013096,positive,5.0,Computers
0.39082095,3.6685905,positive,5.0,Amazon Home
-0.9212237,6.0514646,negative,1.0,Industrial & Scientific
3.2803352,7.575477,negative,1.0,Computers
-0.42672625,6.3200135,negative,1.0,Camera & Photo
0.09337649,4.443445,negative,2.0,All Electronics
3.246569,7.6389046,neutral,3.0,All Electronics
2.3648307,4.1883397,neutral,3.0,Cell Phones & Accessories
-1.0972896,6.380879,neutral,3.0,
2.609616,7.348088,positive,5.0,Computers
2.319963,8.113119,negative,1.0,Computers
0.055345267,9.111251,positive,5.0,Camera & Photo
2.0573754,7.6051564,neutral,3.0,Camera & Photo
9.186624,6.320388,positive,5.0,Computers
0.4433526,5.9219074,positive,5.0,Computers
1.8233602,8.672381,neutral,3.0,Cell Phones & Accessories
1.2251287,8.193765,negative,1.0,Amazon Home
2.6830049,8.581002,neutral,3.0,Computers
4.1465397,5.488529,negative,2.0,Cell Phones & Accessories
-3.3015258,6.6456885,positive,5.0,Amazon Devices
0.41475976,8.92121,positive,5.0,Camera & Photo
-0.76432097,9.076933,negative,1.0,Camera & Photo
1.8320463,5.9531517,negative,1.0,Computers
9.576871,6.4235406,neutral,3.0,Computers
2.634576,7.7520833,neutral,3.0,Computers
2.3238971,6.239257,neutral,3.0,Office Products
1.4720287,8.370442,positive,5.0,Camera & Photo
0.6727806,4.197047,negative,1.0,Computers
-3.1465678,6.3246956,positive,5.0,All Electronics
-2.0940745,4.454311,neutral,3.0,Home Audio & Theater
-0.9760764,4.8846154,neutral,3.0,Computers
-1.6496713,4.208172,negative,1.0,Home Audio & Theater
-3.9777777,6.336464,neutral,3.0,Automotive
2.242685,8.912724,negative,2.0,Cell Phones & Accessories
1.2922119,2.0353477,neutral,3.0,GPS & Navigation
1.7730368,3.6527727,negative,1.0,Cell Phones & Accessories
2.2979379,8.786024,neutral,3.0,Cell Phones & Accessories
1.7782701,7.125317,neutral,3.0,Amazon Devices
-3.6431825,6.679287,neutral,3.0,Cell Phones & Accessories
2.1569197,2.4453645,positive,5.0,Computers
-0.97844243,4.909242,positive,5.0,All Electronics
-1.4228779,6.085944,positive,5.0,Computers
-0.29947415,6.388216,neutral,3.0,Computers
3.2743986,6.4814672,positive,5.0,Cell Phones & Accessories
-1.7753359,5.41095,neutral,3.0,
-0.4096864,5.4729896,neutral,3.0,Computers
3.2172773,2.4184458,positive,5.0,Home Audio & Theater
1.8842555,6.165116,neutral,3.0,Computers
0.48511967,6.172788,positive,5.0,All Electronics
3.0809498,6.8821344,neutral,3.0,Computers
-0.59468627,8.486068,neutral,3.0,Cell Phones & Accessories
3.2053323,8.226757,positive,4.0,Amazon Devices
3.3382444,8.011871,neutral,3.0,Home Audio & Theater
3.9607096,7.0579557,neutral,3.0,
-1.5455538,4.0145144,positive,5.0,All Electronics
1.0773022,4.2061987,positive,5.0,Industrial & Scientific
-1.010059,8.548024,neutral,3.0,Camera & Photo
-0.71881,6.5857043,positive,5.0,All Electronics
-0.055817813,6.12683,positive,5.0,Computers
-1.0702415,4.9159503,negative,1.0,Computers
-1.0365088,4.9860606,positive,5.0,All Electronics
-1.3088675,7.2905707,neutral,3.0,Computers
1.826577,7.1310463,positive,5.0,Amazon Devices
1.2860954,1.493577,positive,5.0,Cell Phones & Accessories
-0.9486299,2.5451014,negative,1.0,Amazon Devices
-2.1457791,4.0817623,positive,5.0,Amazon Fire TV
-3.6616936,6.778168,positive,5.0,All Electronics
1.3346474,1.3661058,positive,5.0,All Electronics
0.9627234,5.201002,negative,1.0,All Electronics
-0.554263,9.242458,negative,1.0,Camera & Photo
2.5475276,6.262203,positive,5.0,Industrial & Scientific
0.8921041,5.1907396,neutral,3.0,Cell Phones & Accessories
-0.9220349,8.7451315,positive,5.0,Camera & Photo
2.6555552,1.9941642,positive,4.0,All Electronics
1.4921337,1.5705909,neutral,3.0,All Electronics
2.665134,6.635638,neutral,3.0,Home Audio & Theater
-1.2949007,6.275819,neutral,3.0,Computers
-0.9768107,8.662848,neutral,3.0,Camera & Photo
2.4391706,6.3273225,negative,2.0,Home Audio & Theater
0.1600066,6.8270516,neutral,3.0,All Electronics
-0.9597905,5.943404,neutral,3.0,Computers
3.189201,8.352873,positive,5.0,All Electronics
2.6416194,7.2658787,positive,4.0,Computers
-3.5774238,6.843125,positive,5.0,Computers
3.307641,8.39093,neutral,3.0,Cell Phones & Accessories
2.9449763,1.8654777,positive,4.0,All Electronics
2.610515,2.8935761,neutral,3.0,All Electronics
-4.024495,6.174636,neutral,3.0,Amazon Devices
0.91147316,5.051563,negative,1.0,All Electronics
-0.20195177,6.0268383,positive,5.0,All Electronics
2.564631,2.1440449,neutral,3.0,All Electronics
-1.3460873,6.518748,positive,5.0,Computers
2.5358982,6.656502,neutral,3.0,Computers
-0.00080291147,4.4259124,negative,2.0,Industrial & Scientific
3.1672473,6.1214466,negative,2.0,Tools & Home Improvement
-0.7379447,8.526995,positive,5.0,All Electronics
1.5944436,1.8939192,neutral,3.0,All Electronics
-1.4072758,6.330731,positive,5.0,Computers
3.8760118,7.0489435,negative,2.0,AMAZON FASHION
2.7650547,6.5159087,positive,5.0,All Electronics
3.4325314,7.469518,negative,1.0,Computers
1.1919745,7.6270123,positive,5.0,Computers
1.5668149,5.5395083,neutral,3.0,Cell Phones & Accessories
-0.7311579,2.960518,neutral,3.0,All Electronics
0.17666486,3.301528,positive,4.0,Computers
1.6242948,5.514146,negative,1.0,All Electronics
-3.8782578,6.473236,neutral,3.0,Computers
-1.1113498,6.9194574,neutral,3.0,Computers
-3.4527085,6.8764014,positive,5.0,Camera & Photo
-0.6826572,2.161618,neutral,3.0,Amazon Devices
0.017556926,7.541917,positive,5.0,Computers
-0.7840993,7.132214,negative,1.0,Camera & Photo
1.7878535,7.115537,negative,1.0,Amazon Devices
0.15797362,3.151356,neutral,3.0,Computers
3.0041513,7.8017945,neutral,3.0,Computers
0.05662532,7.727163,neutral,3.0,All Electronics
2.3905017,4.5776215,neutral,3.0,Cell Phones & Accessories
-1.5765287,5.547723,negative,2.0,Home Audio & Theater
3.2723682,8.383369,negative,1.0,Camera & Photo
4.0865855,5.320097,positive,4.0,All Electronics
0.06680399,7.474566,neutral,3.0,Computers
3.020797,8.205816,neutral,3.0,Computers
0.60009736,4.235438,negative,1.0,Cell Phones & Accessories
0.6863623,5.2872686,positive,5.0,Sports & Outdoors
-0.8099771,2.221194,negative,1.0,Amazon Devices
1.6145602,6.8775644,positive,5.0,Amazon Devices
1.6486907,5.032826,negative,1.0,Cell Phones & Accessories
4.054631,4.8476324,positive,5.0,Cell Phones & Accessories
1.090011,1.8275707,neutral,3.0,Home Audio & Theater
3.4765508,8.1823,positive,5.0,Computers
1.0694389,6.354638,positive,5.0,Home Audio & Theater
-1.3875331,8.09983,negative,2.0,Amazon Devices
1.6103408,4.635027,negative,1.0,Cell Phones & Accessories
-1.404847,4.574787,negative,1.0,Computers
0.9303703,5.3087993,negative,1.0,Camera & Photo
0.7123723,4.649371,negative,1.0,All Electronics
-1.3964165,7.791845,negative,1.0,All Electronics
0.5767569,2.586676,positive,5.0,All Electronics
0.52040297,2.6515987,positive,5.0,Industrial & Scientific
1.9187021,7.656649,positive,4.0,Computers
-1.3850996,5.7389474,negative,1.0,Computers
2.0512757,3.2727106,neutral,3.0,All Electronics
2.517359,8.414165,positive,5.0,Computers
1.1252087,7.6333966,neutral,3.0,Computers
2.71266,3.9472947,neutral,3.0,Cell Phones & Accessories
0.71174264,8.163793,neutral,3.0,All Electronics
1.2983326,1.1618234,negative,2.0,Home Audio & Theater
0.036899704,4.1304264,negative,1.0,All Electronics
0.2989661,5.8364315,negative,1.0,Computers
1.36029,6.1429224,positive,5.0,Camera & Photo
0.59772885,5.722184,negative,1.0,Cell Phones & Accessories
1.5713476,1.991368,negative,1.0,Computers
3.042388,6.8598957,negative,1.0,All Electronics
0.02739019,7.4889693,positive,5.0,Computers
1.3771303,1.2058349,neutral,3.0,Home Audio & Theater
2.1831174,7.9793587,positive,5.0,Cell Phones & Accessories
-0.7523396,5.2052684,neutral,3.0,All Electronics
-1.119403,8.278231,positive,5.0,Cell Phones & Accessories
2.762191,6.275064,positive,5.0,Amazon Devices
0.70572305,4.228445,negative,1.0,Industrial & Scientific
1.209408,1.4196477,positive,5.0,Home Audio & Theater
9.589391,6.441419,positive,4.0,Computers
3.4682832,8.177167,positive,5.0,Cell Phones & Accessories
-0.8047769,8.707075,neutral,3.0,Camera & Photo
-1.5006117,3.94204,positive,4.0,All Electronics
1.7699988,3.0202754,negative,1.0,All Electronics
-0.37275133,5.179358,neutral,3.0,Computers
-0.6273121,6.056987,positive,5.0,All Electronics
-0.111958295,7.2559648,positive,5.0,Amazon Home
0.44567552,2.7637525,neutral,3.0,All Electronics
3.3363254,6.165968,negative,2.0,Amazon Devices
1.7212648,7.317221,neutral,3.0,All Electronics
4.0884547,5.563161,neutral,3.0,
1.5647649,1.29097,neutral,3.0,Home Audio & Theater
1.3359048,5.773646,neutral,3.0,Computers
0.3129473,3.3782074,neutral,3.0,Computers
1.4303646,5.756371,negative,1.0,Camera & Photo
1.0404383,6.2860594,positive,5.0,All Electronics
0.71966743,5.4179845,negative,1.0,All Electronics
0.6216407,5.9558134,positive,5.0,Computers
-0.4253606,9.248049,neutral,3.0,Camera & Photo
2.8275702,7.0733366,negative,1.0,
1.1931465,4.3439198,negative,2.0,All Electronics
2.343984,8.713828,negative,2.0,Computers
1.8739463,1.6063968,negative,2.0,Car Electronics
0.9947876,1.9881797,neutral,3.0,Home Audio & Theater
2.5983412,5.093619,negative,1.0,Tools & Home Improvement
2.5170622,2.8789566,negative,1.0,All Electronics
0.39836168,4.8517003,positive,5.0,Amazon Home
3.807601,4.733703,neutral,3.0,Sports & Outdoors
3.107791,8.1412945,neutral,3.0,Computers
1.2224637,5.0971274,negative,1.0,All Electronics
0.22543506,4.1027203,neutral,3.0,All Beauty
-3.2077384,6.5468483,positive,4.0,Amazon Devices
3.9146137,4.7525463,negative,1.0,Cell Phones & Accessories
1.246115,8.409745,positive,5.0,Computers
2.7452955,1.4809391,neutral,3.0,Home Audio & Theater
-1.1495911,6.9654603,neutral,3.0,Computers
3.0665622,2.0594833,negative,2.0,Cell Phones & Accessories
1.1118946,1.8725759,positive,5.0,Amazon Devices
-0.9742305,8.732994,neutral,3.0,Camera & Photo
1.1038723,2.2918875,positive,5.0,All Electronics
-3.917917,6.179677,negative,1.0,Home Audio & Theater
-1.2243183,6.65463,positive,5.0,All Electronics
1.3444725,6.931401,positive,5.0,Cell Phones & Accessories
0.6813396,6.0681763,neutral,3.0,Camera & Photo
0.67511827,3.9841166,positive,5.0,Cell Phones & Accessories
0.10305981,2.5706077,negative,1.0,Cell Phones & Accessories
1.6835668,4.565907,negative,1.0,Computers
1.9131237,5.1884694,negative,1.0,All Beauty
1.688714,7.246226,positive,5.0,Amazon Devices
3.8499556,7.2581325,positive,5.0,Computers
3.4231791,7.4720764,negative,2.0,All Electronics
-3.467707,5.915834,negative,1.0,
1.1503729,2.3137703,positive,5.0,All Electronics
3.1634414,8.116485,neutral,3.0,Computers
-0.66343343,5.2322965,negative,1.0,Tools & Home Improvement
-0.22107661,7.0637903,positive,5.0,Computers
1.2998692,4.1447825,negative,2.0,All Electronics
3.4241157,3.0027006,negative,1.0,Home Audio & Theater
0.9169246,1.6821479,neutral,3.0,Cell Phones & Accessories
1.3387463,2.6074429,positive,5.0,Home Audio & Theater
2.5245469,1.6660215,negative,1.0,All Electronics
2.0660205,5.549723,positive,5.0,All Electronics
-1.4333745,6.930683,positive,5.0,Computers
1.1316781,4.1497827,neutral,3.0,Cell Phones & Accessories
0.5204927,7.9581933,neutral,3.0,All Electronics
-2.0341482,4.3774014,neutral,3.0,All Electronics
2.2254124,7.636639,neutral,3.0,Computers
1.0007579,6.7308693,negative,1.0,Computers
0.29875183,4.5742307,negative,1.0,All Electronics
0.95478106,5.9775443,positive,5.0,Cell Phones & Accessories
2.582562,8.695821,positive,5.0,Home Audio & Theater
-3.9208755,6.255754,neutral,3.0,Camera & Photo
-1.7034526,5.4216337,positive,5.0,All Electronics
-3.4129639,6.770187,positive,5.0,All Electronics
1.0971062,6.8433337,neutral,3.0,Amazon Devices
0.20055354,4.484046,neutral,3.0,Cell Phones & Accessories
1.5374858,4.8071256,negative,1.0,Computers
-1.4369178,3.809529,neutral,3.0,All Electronics
2.7450516,1.8492714,neutral,3.0,All Electronics
0.9926204,6.223102,positive,5.0,All Electronics
1.3387809,7.100577,positive,5.0,Amazon Devices
-0.9362197,8.342699,neutral,3.0,Camera & Photo
2.3564353,3.0762556,neutral,3.0,Cell Phones & Accessories
2.7688255,6.083847,positive,5.0,Computers
1.6716805,2.2357247,neutral,3.0,Cell Phones & Accessories
-0.8994326,3.192788,negative,1.0,Computers
-1.6280911,4.2007246,neutral,3.0,Home Audio & Theater
-3.809409,5.9601355,negative,1.0,Office Products
-3.770022,5.838744,negative,1.0,Computers
-3.3008695,6.682435,positive,5.0,Amazon Devices
-0.33795902,9.254388,neutral,3.0,Camera & Photo
-3.7517235,6.4335527,neutral,3.0,Cell Phones & Accessories
-1.0099034,4.9651756,negative,1.0,Computers
2.5380328,8.50766,negative,1.0,Computers
0.84549284,8.938428,positive,5.0,All Electronics
-3.5137403,6.819824,positive,5.0,Computers
2.7335382,7.7016854,neutral,3.0,Computers
-0.12817898,5.920564,neutral,3.0,Industrial & Scientific
-0.7255135,5.974023,negative,1.0,All Electronics
-1.1127038,4.3228145,negative,1.0,Home Audio & Theater
0.99372643,2.6964564,positive,5.0,Home Audio & Theater
2.8237345,6.862381,negative,1.0,All Electronics
-0.62564415,5.079934,negative,1.0,All Electronics
1.2870476,5.481611,negative,1.0,Camera & Photo
1.3434148,3.0138655,negative,1.0,All Electronics
2.0323665,5.7142467,positive,5.0,All Electronics
2.3948443,8.886849,neutral,3.0,Computers
2.4721403,6.2554545,positive,5.0,Cell Phones & Accessories
3.5160096,4.622801,positive,5.0,Cell Phones & Accessories
1.4123018,6.1053286,positive,5.0,Cell Phones & Accessories
3.1942968,6.197369,neutral,3.0,Computers
1.5932027,4.8474007,negative,2.0,Computers
3.2682726,6.1833835,negative,1.0,Tools & Home Improvement
-1.0006028,3.3252656,negative,1.0,All Electronics
2.6595545,8.549798,positive,5.0,Computers
2.194894,2.4397714,negative,1.0,All Electronics
2.452169,6.2610927,positive,5.0,Cell Phones & Accessories
1.1986461,5.1657414,negative,1.0,Cell Phones & Accessories
3.0598738,8.644745,neutral,3.0,All Electronics
-3.9692054,6.327563,neutral,3.0,Computers
1.1443197,5.4474845,negative,1.0,Home Audio & Theater
-1.156576,4.02393,neutral,3.0,All Electronics
1.699066,2.835353,negative,1.0,Amazon Devices
3.256776,8.381421,positive,5.0,Cell Phones & Accessories
1.8826526,8.874406,neutral,3.0,Computers
-3.877643,6.060113,negative,1.0,All Electronics
1.0956097,4.179642,negative,2.0,All Electronics
0.7169257,4.8156304,negative,2.0,All Electronics
0.287641,7.299589,neutral,3.0,Camera & Photo
2.38429,6.289569,negative,2.0,
0.4643074,3.714365,negative,2.0,Cell Phones & Accessories
0.59557676,6.210896,neutral,3.0,All Electronics
1.9710974,3.1324186,neutral,3.0,All Electronics
3.9419003,7.0014715,neutral,3.0,Computers
-1.5716288,5.669027,neutral,3.0,Computers
0.9733564,7.4008164,negative,1.0,All Electronics
2.9709592,1.8979437,positive,5.0,All Electronics
3.091887,2.5588944,negative,1.0,All Electronics
2.7021368,7.102319,positive,5.0,Amazon Home
0.6948541,4.1709666,negative,1.0,All Electronics
2.8353226,6.0735655,neutral,3.0,Camera & Photo
-0.5110146,8.614622,negative,1.0,Camera & Photo
1.4197595,4.285032,neutral,3.0,All Electronics
0.6203963,4.8314157,negative,1.0,Computers
-0.9267975,5.032624,negative,1.0,Computers
-0.7145695,5.42806,negative,2.0,Computers
-1.7278293,5.590618,positive,5.0,Home Audio & Theater
1.0128589,5.3719335,negative,1.0,All Electronics
2.9280107,6.132581,positive,5.0,Camera & Photo
1.170011,5.2128167,neutral,3.0,
2.8981621,7.5076375,positive,5.0,Computers
2.3377976,3.1642513,neutral,3.0,Cell Phones & Accessories
-1.4240746,7.118192,neutral,3.0,All Electronics
-3.7588623,6.4117107,neutral,3.0,All Electronics
0.72948456,2.260867,positive,5.0,Home Audio & Theater
-0.23628788,5.018037,neutral,3.0,Computers
1.679622,2.2191515,neutral,3.0,All Electronics
2.7751107,3.1690555,neutral,3.0,All Electronics
1.6511691,5.298048,negative,1.0,Computers
-1.1394902,8.5224695,neutral,3.0,Camera & Photo
3.1808488,2.1513531,neutral,3.0,Cell Phones & Accessories
4.0504503,5.665641,neutral,3.0,Cell Phones & Accessories
2.1335893,5.6497474,positive,4.0,Home Audio & Theater
-0.692435,4.8496065,neutral,3.0,Computers
3.1356232,7.8540206,negative,1.0,Apple Products
-0.19059609,7.4693356,negative,2.0,All Electronics
-1.2285792,8.408584,negative,1.0,All Electronics
1.2143601,4.122095,positive,4.0,Industrial & Scientific
3.183465,6.887413,positive,5.0,Amazon Devices
3.387847,7.043683,neutral,3.0,
1.4719622,7.812732,neutral,3.0,Computers
1.714974,5.609734,negative,1.0,All Electronics
1.113904,3.2608914,positive,5.0,Home Audio & Theater
-1.3933922,6.7052455,negative,2.0,All Electronics
-0.96387744,3.4944694,positive,5.0,
3.0777426,2.2035182,positive,4.0,Home Audio & Theater
1.4031037,2.4721792,negative,1.0,Tools & Home Improvement
2.7548246,8.6878395,negative,1.0,Computers
-0.9980119,3.8032606,positive,5.0,Home Audio & Theater
3.4635203,3.124269,positive,4.0,All Electronics
1.3594524,1.7771196,neutral,3.0,Home Audio & Theater
